Unnamed: 0,Site,Publication,Period,Lower_ context_date,Upper_context_date,Amphora_type,Provenance,Frequency,Notes,Amphora_type_lower_date,Amphora_type_upper_date,Pleiades URI,Latitude,Longitude
250,"Cuma, Tete de Cire, phase 2.","Botte E., unpublished",EI,1,200,Baetican,Baetica,13.0,,1,200,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333
251,"Cuma, Tete de Cire, phase 2.","Botte E., unpublished",EI,1,200,Dr 2-4_5,Tyrrhenian Italy,2.0,,-70,225,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333
252,"Cuma, Tete de Cire, phase 2.","Botte E., unpublished",EI,1,200,Dr 21-22,Tyrrhenian Italy,1.0,,-25,100,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333
253,"Cuma, Tete de Cire, phase 2.","Botte E., unpublished",EI,1,200,Italian,Tyrrhenian Italy,10.0,,1,200,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333
254,"Cuma, Tete de Cire, phase 2.","Botte E., unpublished",EI,1,200,Rhodian_1,Aegean,1.0,,1,200,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333
255,"Cuma, Tete de Cire, phase 2.","Botte E., unpublished",EI,1,200,Oriental,Orient,1.0,,1,200,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333
256,"Cuma, Tete de Cire, phase 2.","Botte E., unpublished",EI,1,200,Aegean/Oriental,Aegean/Oriental,4.0,,1,200,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333
257,"Cuma, Tete de Cire, phase 2.","Botte E., unpublished",LR,-150,-1,Dr 1,Tyrrhenian Italy,4.0,,-150,-50,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333
258,"Cuma, Tete de Cire, phase 2.","Botte E., unpublished",LR,-150,-1,MGS,Italy/Sicilia,3.0,,-150,-1,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333
259,"Cuma, Tete de Cire, phase 2.","Botte E., unpublished",LR,-150,-1,Van der Werff,Spain,2.0,,-225,100,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333
260,"Cuma, Tete de Cire, phase 2.","Botte E., unpublished",LR,-150,-1,Van der Werff,Spain/Africa,10.0,,-225,100,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333
261,"Cuma, Tete de Cire, phase 4.","Botte E., unpublished",EI,1,200,Ostia LIX,Africa,3.0,,50,150,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333
262,"Cuma, Tete de Cire, phase 4.","Botte E., unpublished",EI,1,200,Schoene-Mau 35,Africa,1.0,,30,225,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333
263,"Cuma, Tete de Cire, phase 4.","Botte E., unpublished",EI,1,200,Tripolitana I,Tripolitania,2.0,,1,150,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333
264,"Cuma, Tete de Cire, phase 4.","Botte E., unpublished",EI,1,200,Dr 26,Africa,5.0,,-150,-1,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333
265,"Cuma, Tete de Cire, phase 4.","Botte E., unpublished",EI,1,200,Beltran II,Baetica,1.0,,10,150,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333
266,"Cuma, Tete de Cire, phase 4.","Botte E., unpublished",EI,1,200,Beltran IIB,Baetica,6.0,,15,150,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333
267,"Cuma, Tete de Cire, phase 4.","Botte E., unpublished",EI,1,200,Beltran IIA,Baetica,1.0,,10,150,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333
268,"Cuma, Tete de Cire, phase 4.","Botte E., unpublished",EI,1,200,Dr 14,Baetica,1.0,,50,225,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333
269,"Cuma, Tete de Cire, phase 4.","Botte E., unpublished",EI,1,200,Dr 20,Baetica,2.0,,1,300,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333
270,"Cuma, Tete de Cire, phase 4.","Botte E., unpublished",EI,1,200,Haltern 70,Baetica,4.0,,-80,192,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333
271,"Cuma, Tete de Cire, phase 4.","Botte E., unpublished",EI,1,200,Baetican,Baetica,2.0,,1,200,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333
272,"Cuma, Tete de Cire, phase 4.","Botte E., unpublished",EI,1,200,Gauloise 4,Gaul,1.0,,50,300,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333
273,"Cuma, Tete de Cire, phase 4.","Botte E., unpublished",EI,1,200,Dr 1,Tyrrhenian Italy,3.0,,-150,-50,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333
274,"Cuma, Tete de Cire, phase 4.","Botte E., unpublished",EI,1,200,Richborough 527,Tyrrhenian Italy,3.0,,-25,125,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333
275,"Cuma, Tete de Cire, phase 4.","Botte E., unpublished",EI,1,200,Dr 2-4_5,Tyrrhenian Italy,14.0,,-70,225,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333
276,"Cuma, Tete de Cire, phase 4.","Botte E., unpublished",EI,1,200,Dr 21-22,Tyrrhenian Italy,2.0,,-25,100,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333
277,"Cuma, Tete de Cire, phase 4.","Botte E., unpublished",EI,1,200,Tyrrhenian,Tyrrhenian Italy,3.0,,1,200,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333
278,"Cuma, Tete de Cire, phase 4.","Botte E., unpublished",EI,1,200,Lusitanian,Lusitania,2.0,,1,200,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333
279,"Cuma, Tete de Cire, phase 4.","Botte E., unpublished",EI,1,200,Punic/African,Spain/Africa,23.0,,-225,200,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333
280,"Cuma, Tete de Cire, phase 4.","Botte E., unpublished",EI,1,200,Agora G198/Schoene Mau XIII,Cilicia,5.0,,75,200,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333
281,"Cuma, Tete de Cire, phase 4.","Botte E., unpublished",EI,1,200,Agora G199/Schoene-Mau 27/28,Cyprus/Cilicia,2.0,,79,310,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333
282,"Cuma, Tete de Cire, phase 4.","Botte E., unpublished",EI,1,200,Camulodunum 184,Aegean,7.0,,-25,150,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333
283,"Cuma, Tete de Cire, phase 4.","Botte E., unpublished",EI,1,200,Schoene-Mau 5,Cilicia,2.0,,1,200,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333
284,"Cuma, Tete de Cire, phase 4.","Botte E., unpublished",EI,1,200,Schoene-Mau 38,Aegean,7.0,,-200,125,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333
285,"Cuma, Tete de Cire, phase 4.","Botte E., unpublished",EI,1,200,AC1,Aegean,4.0,,1,350,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333
286,"Cuma, Tete de Cire, phase 4.","Botte E., unpublished",EI,1,200,AC2,Aegean,3.0,,1,225,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333
287,"Cuma, Tete de Cire, phase 4.","Botte E., unpublished",EI,1,200,AC3,Aegean,2.0,,1,250,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333
288,"Cuma, Tete de Cire, phase 4.","Botte E., unpublished",EI,1,200,Cretan,Aegean,6.0,,1,200,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333
289,"Cuma, Tete de Cire, phase 4.","Botte E., unpublished",EI,1,200,Knossos 19,Aegean/Oriental,1.0,,1,200,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333
290,"Cuma, Tete de Cire, phase 4.","Botte E., unpublished",EI,1,200,Agora F65-66,Anatolia,2.0,,-50,400,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333
291,"Cuma, Tete de Cire, phase 4.","Botte E., unpublished",EI,1,200,Dr 24,Aegean,1.0,,1,300,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333
292,"Cuma, Tete de Cire, phase 4.","Botte E., unpublished",EI,1,200,Aegean/Oriental,Aegean/Oriental,8.0,,1,200,https://pleiades.stoa.org/places/432808,40.8476741,14.0562815333
293,"Foro di Nerva, Roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1,200,Dr 2-4_5,Tyrrhenian Italy,53.0,,-70,225,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763
294,"Foro di Nerva, Roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1,200,Dr 21-22,S Italy/Eastern Mediterranean,2.0,,-25,100,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763
295,"Foro di Nerva, Roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1,200,Spello/Ostia II 521/ III 369-370,Italy - Tiber Valley,4.0,,50,200,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763
296,"Foro di Nerva, Roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1,200,Gauloise 5,Gaul,2.0,,50,125,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763
297,"Foro di Nerva, Roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1,200,Gauloise 2,Gaul,2.0,,-40,14,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763
298,"Foro di Nerva, Roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1,200,Haltern 70,Baetica,8.0,,-80,192,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763
299,"Foro di Nerva, Roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1,200,Dr 7-11,Baetica,4.0,,-30,96,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763
300,"Foro di Nerva, Roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1,200,Dr 28,Baetica,3.0,,1,150,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763
301,"Foro di Nerva, Roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1,200,Dr 20,Baetica,9.0,,1,300,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763
302,"Foro di Nerva, Roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1,200,Dr 2-4_2,Tarraconesis,8.0,,-25,200,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763
303,"Foro di Nerva, Roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1,200,Dr 2-4_6,Baetica,4.0,,1,125,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763
304,"Foro di Nerva, Roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1,200,Beltran IIA,Baetica,5.0,,10,150,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763
305,"Foro di Nerva, Roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1,200,Beltran IIB,Baetica,5.0,,15,150,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763
306,"Foro di Nerva, Roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1,200,Tripolitana ,Tripolitania,4.0,,1,440,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763
307,"Foro di Nerva, Roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1,200,Dr 26,Africa,5.0,,-150,-1,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763
308,"Foro di Nerva, Roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1,200,Mana C1,Africa,2.0,,-221,-1,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763
309,"Foro di Nerva, Roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1,200,Schoene-Mau 15,Orient,1.0,,-10,200,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763
310,"Foro di Nerva, Roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1,200,Kingsholm 117,Orient,2.0,,50,150,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763
311,"Foro di Nerva, Roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1,200,Agora F65-66,Anatolia,1.0,,-50,400,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763
312,"Foro di Nerva, Roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1,200,Camulodunum 184,Aegean,25.0,,-25,150,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763
313,"Foro di Nerva, Roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1,200,Dr 43_1,Aegean,2.0,,1,250,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763
314,"Foro di Nerva, Roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1,200,Dr 2-4,Aegean,4.0,,-100,200,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763
315,"Foro di Nerva, Roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1,200,Dr 2-4,Aegean,9.0,,-100,200,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763
316,"Foro di Nerva, Roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",EI,1,200,Ostia II 522-523,Calabria/Sicilia,4.0,,50,200,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763
317,"Foro di Nerva, Roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",LR,-150,-1,Dr 1,Tyrrhenian Italy,9.0,,-150,-50,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763
318,"Foro di Nerva, Roma","Rinaldi A. 2013: ‘Contesti ceramici del Foro di Nerva dagli ambienti 1 e 2. I vasi decorate a matrice in terra sigilata italic e le anfore’, in M. Ceci ed., Contesti ceramici dai Fori Imperiali, Oxford, p. 61-73.",LR/EI,-100,50,Lamb.2/Dr 6_1,Adriatic Italy,9.0,,-200,50,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763
319,Gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",EI,1,200,Dr 2-4_5,Tyrrhenian Italy,62.0,,-70,225,https://pleiades.stoa.org/places/430827518,41.88333,12.46667
320,Gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",EI,1,200,Spello/Ostia II 521/ III 369-370,Italy - Tiber Valley,102.0,,50,200,https://pleiades.stoa.org/places/430827518,41.88333,12.46667
321,Gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",EI,1,200,unknown,Tyrrhenian Italy,5.0,,1,200,https://pleiades.stoa.org/places/430827518,41.88333,12.46667
322,Gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",EI,1,200,Ovoide di Brindisi,Adriatic Italy,1.0,,-125,-25,https://pleiades.stoa.org/places/430827518,41.88333,12.46667
323,Gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",EI,1,200,Dr 6A,Adriatic Italy,20.0,,-25,50,https://pleiades.stoa.org/places/430827518,41.88333,12.46667
324,Gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",EI,1,200,Dr 2-4_5,Adriatic Italy,4.0,,-70,225,https://pleiades.stoa.org/places/430827518,41.88333,12.46667
325,Gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",EI,1,200,Forlimpopoli,Adriatic Italy,,,-25,300,https://pleiades.stoa.org/places/430827518,41.88333,12.46667
326,Gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",EI,1,200,Richborough 527,Tyrrhenian Italy,5.0,,-25,125,https://pleiades.stoa.org/places/430827518,41.88333,12.46667
327,Gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",EI,1,200,Ostia II 523,Sicilia,7.0,,50,200,https://pleiades.stoa.org/places/430827518,41.88333,12.46667
328,Gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",EI,1,200,Ostia IV 464,Sicilia,1.0,,70,200,https://pleiades.stoa.org/places/430827518,41.88333,12.46667
329,Gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",EI,1,200,Ostia II 522-523/Ostia IV 464,Sicilia,15.0,,50,200,https://pleiades.stoa.org/places/430827518,41.88333,12.46667
330,Gianicolo,"Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.",EI,1,200,Gauloise 3,Gaul,1.0,,1,100,https://pleiades.stoa.org/places/430827518,41.88333,12.46667
