Site;Publication;Period;Lower_ context_date;Upper_context_date;Amphora_type;Provenance;Frequency;Notes;Amphora type lower date;Amphora type upper date
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Dr 2-4;Tyrrhenian Italy;62;;-70;225
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Spello/Ostia II 521/ III 369-370;Italy - Tiber Valley;102;;50;200
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;unknown;Tyrrhenian Italy;5;;1;200
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Ovoide di Brindisi;Adriatic Italy;1;;-125;-25
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Dr 6A;Adriatic Italy;20;;-25;50
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Dr 2-4 ;Adriatic Italy;4;;-70;225
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Forlimpopoli;Adriatic Italy;;;-25;300
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Richborough 527;Tyrrhenian Italy;5;;-25;125
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Ostia II 523;Sicilia;7;;50;200
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Ostia IV 464;Sicilia;1;;70;200
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Ostia II 522-523/Ostia IV 464;Sicilia;15;;50;200
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Gauloise 3;Gaul;1;;1;100
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Gauloise 4;Gaul;84;;50;300
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Gauloise 5;Gaul;3;;50;125
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Gauloise unknown;Gaul;12;;1;200
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Dr 2-4;Tarraconesis;11;;-25;200
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Oberaden 74;Tarraconesis;6;;-25;0
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Haltern 70;Baetica;9;;-80;192
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Dr 7-13;Baetica;54;;-30;150
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Dr 12;Baetica;3;;-50;175
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Dr 14;Baetica;221;;50;225
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Dr 28;Baetica;3;;1;150
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Oberaden 73;Baetica;1;;1;200
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Dr 20 ;Baetica;166;;1;300
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Beltran IIA;Baetica;46;;10;150
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Beltran IIB;Baetica;3;;15;150
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Dr 14 similis;Lusitania;78;;50;225
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Dr 2-4;Spain;2;;-25;200
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Hammamet;Africa;2;;100;700
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Dr 26;Africa;1;;-150;-1
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;unknown;Africa;21;;1;200
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Leptiminus 1;Africa;33;;75;225
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Leptiminus 2;Africa;1;;75;250
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Uzita;Africa;3;;100;200
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Ostia LIX;Africa;8;;50;150
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Ostia LIX/XXIII;Africa;3;;50;150
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Ostia XXIII;Africa;15;;50;150
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Ostia IV 447/Dr 2-4 Africana;Africa;3;;190;225
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Africana I;Africa;97;;150;400
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Africana II;Africa;4;;150;300
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Dr 2-4;Africa;7;;-25;100
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Pseudo Dr 1;Africa;1;;-150;-50
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Tripolitana I;Tripolitania;52;;1;150
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Tripolitana II;Tripolitania;21;;1;400
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Schoene-Mau 35;Tripolitania;117;;30;225
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Kingsholm 117;Orient;9;;50;150
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;unknown;Orient;1;;1;200
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Agora M54;Cilicia;3;;50;180
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Schoene-Mau 5;Cilicia;1;;1;200
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Agora F65-66;Anatolia;32;;-50;400
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Rhodian;Aegean;3;;1;200
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Camulodunum 184;Aegean;48;;-25;150
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Dr 43;Aegean;68;;1;250
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;AC2;Aegean;3;;1;225
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;AC1;Aegean;95;;1;350
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Schoene-Mau 38;Aegean;33;;-200;125
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Dr 2-5;Aegean;49;;-100;200
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Agora M94;Aegean/Oriental;33;;1;200
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Agora G199/Schoene-Mau 27/28;Cyprus/Cilicia;12;;79;310
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Kapitan 1;Aegean/Oriental;21;;75;350
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;MR18/Dr 24;Aegean/Oriental;6;;1;300
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;EI;1;200;Aegean/Oriental;Aegean/Oriental;37;;1;200
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;LI;300;700;Almagro 50;Baetica;1;;200;500
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;LR;-150;-1;Van der Mersch VI;Tyrrhenian Italy;3;;-260;-210
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;LR;-150;-1;Dr 1;Tyrrhenian Italy;6;;-150;-50
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;LR;-150;-1;Van der Werff;Africa;15;;-225;100
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;LR;-150;-1;Van der Werff 1;Africa;3;;-200;100
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;LR/EI;-100;50;Dr 21-22;Italy;8;;-25;100
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;LR/EI;-100;50;Lamb.2/Dr 6;Adriatic Italy;2;;-200;150
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;LR/EI;-100;50;Dr 21-22;Sicilia;3;;-25;100
Gianicolo;Ferrandes A. F. 2008: ‘I contenitori da trasporto’, in F. Filippi ed., Horti et sordes. Uno scavo alle falde del Gianicolo, Roma, p. 247-283.;LR/EI;-100;50;Pascual 1;Tarraconesis;15;;-50;79
Grandi Terme, Aquileia;RUBINICH M., BRAIDOTTI E., Anfore dall'area delle Grandi Terme. Risultati preliminari, Aquileia Nostra LXXVIII, 2007, 193-228.;EI/LI;200;400;Forlimpopoli;Adriatic Italy;1;;-25;300
Grandi Terme, Aquileia;RUBINICH M., BRAIDOTTI E., Anfore dall'area delle Grandi Terme. Risultati preliminari, Aquileia Nostra LXXVIII, 2007, 193-228.;LI;300;700;Keay 52;Calabria/Sicilia;1;;350;700
Grandi Terme, Aquileia;RUBINICH M., BRAIDOTTI E., Anfore dall'area delle Grandi Terme. Risultati preliminari, Aquileia Nostra LXXVIII, 2007, 193-228.;LI;300;700;Africana II/III;Africa;12;;150;400
Grandi Terme, Aquileia;RUBINICH M., BRAIDOTTI E., Anfore dall'area delle Grandi Terme. Risultati preliminari, Aquileia Nostra LXXVIII, 2007, 193-228.;LI;300;700;LRA2;Aegean;2;;325;650
Grandi Terme, Aquileia;RUBINICH M., BRAIDOTTI E., Anfore dall'area delle Grandi Terme. Risultati preliminari, Aquileia Nostra LXXVIII, 2007, 193-228.;LI;300;700;LRA3;Anatolia;3;;375;600
Grandi Terme, Aquileia;RUBINICH M., BRAIDOTTI E., Anfore dall'area delle Grandi Terme. Risultati preliminari, Aquileia Nostra LXXVIII, 2007, 193-228.;LI;300;700;Almagro 51 A-B;Lusitania;1;;200;600
Grandi Terme, Aquileia;RUBINICH M., BRAIDOTTI E., Anfore dall'area delle Grandi Terme. Risultati preliminari, Aquileia Nostra LXXVIII, 2007, 193-228.;LI;300;700;Almagro 51C;Lusitania;1;;200;500
Grandi Terme, Aquileia;RUBINICH M., BRAIDOTTI E., Anfore dall'area delle Grandi Terme. Risultati preliminari, Aquileia Nostra LXXVIII, 2007, 193-228.;LR;-150;-1;Dr 1/Lamb.2;Adriatic Italy;1;;-200;-25
Iulia Concordia;Belotti Ch. 2004: Ritrovamenti di anfore a Iulia Concordia : aspetti topografici ed economici, Roma.;EI;100;200;Dr 2-5;Aegean;7;Via Fronasatta, II AD;-100;200
Iulia Concordia;Belotti Ch. 2004: Ritrovamenti di anfore a Iulia Concordia : aspetti topografici ed economici, Roma.;EI;100;200;Forlimpopoli;Adriatic Italy;2;Via Fronasatta, II AD;-25;300
Iulia Concordia;Belotti Ch. 2004: Ritrovamenti di anfore a Iulia Concordia : aspetti topografici ed economici, Roma.;EI;100;200;MR8;Oriental;9;Via Fronasatta, II AD;100;250
Iulia Concordia;Belotti Ch. 2004: Ritrovamenti di anfore a Iulia Concordia : aspetti topografici ed economici, Roma.;EI;100;200;Beltran IIA;Baetica;2;Via Fronasatta, II AD;10;150
Iulia Concordia;Belotti Ch. 2004: Ritrovamenti di anfore a Iulia Concordia : aspetti topografici ed economici, Roma.;EI;100;200;Knossos 26/27;Black Sea;1;Via Fronasatta, II AD;100;300
Iulia Concordia;Belotti Ch. 2004: Ritrovamenti di anfore a Iulia Concordia : aspetti topografici ed economici, Roma.;EI;100;200;Dr 24;Aegean/Oriental;7;Via Fronasatta, II AD;1;300
Iulia Concordia;Belotti Ch. 2004: Ritrovamenti di anfore a Iulia Concordia : aspetti topografici ed economici, Roma.;EI;100;200;collo ad imbuto;Adriatic Italy;31;Via Fronasatta, II AD;1;250
Iulia Concordia;Belotti Ch. 2004: Ritrovamenti di anfore a Iulia Concordia : aspetti topografici ed economici, Roma.;EI;100;200;Dr 6B;Adriatic Italy;35;Via Fronasatta, II AD;1;150
Iulia Concordia;Belotti Ch. 2004: Ritrovamenti di anfore a Iulia Concordia : aspetti topografici ed economici, Roma.;EI/LI;100;200;San Lorenzo 7;Aegean;3;Via Fronasatta, II AD;50;500
Libarna;"Bruno 1998., Importazione di merci e itinerari commerciali nella Liguria Transappenninica, in Sena Chiesa, G. and Arslan, E.A. ed. 
Optima Via. Atti del convegno internazionale di studi ""Postumia. Storia e archeologia di una grande strada romana alle radici dell'Europa"", Cremona 13 - 15 giugno 1996, p. 329-343.";EI;1;200;Dr 6A;Adriatic Italy;12;Antiquarium, I-II AD, ;-25;50
Libarna;"Bruno 1998., Importazione di merci e itinerari commerciali nella Liguria Transappenninica, in Sena Chiesa, G. and Arslan, E.A. ed. 
Optima Via. Atti del convegno internazionale di studi ""Postumia. Storia e archeologia di una grande strada romana alle radici dell'Europa"", Cremona 13 - 15 giugno 1996, p. 329-343.";EI;1;200;Dr 6B;Adriatic Italy;16;Antiquarium, I-II AD, ;1;150
Libarna;"Bruno 1998., Importazione di merci e itinerari commerciali nella Liguria Transappenninica, in Sena Chiesa, G. and Arslan, E.A. ed. 
Optima Via. Atti del convegno internazionale di studi ""Postumia. Storia e archeologia di una grande strada romana alle radici dell'Europa"", Cremona 13 - 15 giugno 1996, p. 329-343.";EI;1;200;Dr 7-13;Baetica;10;Antiquarium, I-II AD, ;-30;150
Libarna;"Bruno 1998., Importazione di merci e itinerari commerciali nella Liguria Transappenninica, in Sena Chiesa, G. and Arslan, E.A. ed. 
Optima Via. Atti del convegno internazionale di studi ""Postumia. Storia e archeologia di una grande strada romana alle radici dell'Europa"", Cremona 13 - 15 giugno 1996, p. 329-343.";EI;1;200;Dr 2-4;Tyrrhenian Italy;2;Antiquarium, I-II AD, ;-70;225
Libarna;"Bruno 1998., Importazione di merci e itinerari commerciali nella Liguria Transappenninica, in Sena Chiesa, G. and Arslan, E.A. ed. 
Optima Via. Atti del convegno internazionale di studi ""Postumia. Storia e archeologia di una grande strada romana alle radici dell'Europa"", Cremona 13 - 15 giugno 1996, p. 329-343.";EI;1;200;Dr 2-4;Aegean;1;Antiquarium, I-II AD, ;-100;200
Libarna;"Bruno 1998., Importazione di merci e itinerari commerciali nella Liguria Transappenninica, in Sena Chiesa, G. and Arslan, E.A. ed. 
Optima Via. Atti del convegno internazionale di studi ""Postumia. Storia e archeologia di una grande strada romana alle radici dell'Europa"", Cremona 13 - 15 giugno 1996, p. 329-343.";EI;1;200;Dr 2-4 ;Spain;4;Antiquarium, I-II AD, ;-25;200
Libarna;"Bruno 1998., Importazione di merci e itinerari commerciali nella Liguria Transappenninica, in Sena Chiesa, G. and Arslan, E.A. ed. 
Optima Via. Atti del convegno internazionale di studi ""Postumia. Storia e archeologia di una grande strada romana alle radici dell'Europa"", Cremona 13 - 15 giugno 1996, p. 329-343.";EI;1;200;Dr 2-4 ;unknown;12;Antiquarium, I-II AD, ;1;200
Libarna;"Bruno 1998., Importazione di merci e itinerari commerciali nella Liguria Transappenninica, in Sena Chiesa, G. and Arslan, E.A. ed. 
Optima Via. Atti del convegno internazionale di studi ""Postumia. Storia e archeologia di una grande strada romana alle radici dell'Europa"", Cremona 13 - 15 giugno 1996, p. 329-343.";EI;1;200;Forlimpopoli;Adriatic Italy;1;Antiquarium, I-II AD, ;-25;300
Libarna;"Bruno 1998., Importazione di merci e itinerari commerciali nella Liguria Transappenninica, in Sena Chiesa, G. and Arslan, E.A. ed. 
Optima Via. Atti del convegno internazionale di studi ""Postumia. Storia e archeologia di una grande strada romana alle radici dell'Europa"", Cremona 13 - 15 giugno 1996, p. 329-343.";EI;1;200;Dr 20;Baetica;13;Antiquarium, I-II AD, ;1;300
Libarna;"Bruno 1998., Importazione di merci e itinerari commerciali nella Liguria Transappenninica, in Sena Chiesa, G. and Arslan, E.A. ed. 
Optima Via. Atti del convegno internazionale di studi ""Postumia. Storia e archeologia di una grande strada romana alle radici dell'Europa"", Cremona 13 - 15 giugno 1996, p. 329-343.";EI;1;200;Gauloise 2, 3, 5;Gaul;5;Antiquarium, I-II AD, ;-40;125
