,Unnamed: 0,Site,Publication,Period,Lower_ context_date,Upper_context_date,Amphora_type,Provenance,Frequency,Notes,Amphora_type_lower_date,Amphora_type_upper_date,Pleiades URI,Latitude,Longitude,site,Grouped_sites,Site_type,Site_notes,Amphora_type_main,amphora_type,problems,content,Amphora_type_notes
438,437,Mercati di Traiano,"Ceci M. 2006: ‘Un contesto medio imperiale dall’area dei Mercati di Traiano, in R. Meneghini, R. Santangeli Valenzani ed., Roma: Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 25-56.",EI,1,200,Dr 14,Baetica,82.0,,50,225,https://pleiades.stoa.org/places/250091860,41.8953146648,12.4855481431,Mercati di Traiano,Roma,urban,,Dr 14,Dr 14,,fish sauce,
439,438,Mercati di Traiano,"Ceci M. 2006: ‘Un contesto medio imperiale dall’area dei Mercati di Traiano, in R. Meneghini, R. Santangeli Valenzani ed., Roma: Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 25-56.",EI,1,200,Dr 20,Baetica,66.0,,1,300,https://pleiades.stoa.org/places/250091860,41.8953146648,12.4855481431,Mercati di Traiano,Roma,urban,,Dr 20,Dr 20,,olive oil,
440,439,Mercati di Traiano,"Ceci M. 2006: ‘Un contesto medio imperiale dall’area dei Mercati di Traiano, in R. Meneghini, R. Santangeli Valenzani ed., Roma: Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 25-56.",EI,1,200,Beltran IIA,Baetica,5.0,,10,150,https://pleiades.stoa.org/places/250091860,41.8953146648,12.4855481431,Mercati di Traiano,Roma,urban,,Beltran IIA,Beltran IIA,,fish sauce,
441,440,Mercati di Traiano,"Ceci M. 2006: ‘Un contesto medio imperiale dall’area dei Mercati di Traiano, in R. Meneghini, R. Santangeli Valenzani ed., Roma: Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 25-56.",EI,1,200,Dr 14 similis,Lusitania,20.0,,50,225,https://pleiades.stoa.org/places/250091860,41.8953146648,12.4855481431,Mercati di Traiano,Roma,urban,,Dr 14 similis,Dr 14 similis,,fish sauce,
442,441,Mercati di Traiano,"Ceci M. 2006: ‘Un contesto medio imperiale dall’area dei Mercati di Traiano, in R. Meneghini, R. Santangeli Valenzani ed., Roma: Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 25-56.",EI,1,200,Dr 2-4_2,Tarraconesis,10.0,,-25,200,https://pleiades.stoa.org/places/250091860,41.8953146648,12.4855481431,Mercati di Traiano,Roma,urban,,Dr 2-4,Dr 2-4,,wine,
443,442,Mercati di Traiano,"Ceci M. 2006: ‘Un contesto medio imperiale dall’area dei Mercati di Traiano, in R. Meneghini, R. Santangeli Valenzani ed., Roma: Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 25-56.",EI,1,200,Baetican,Baetica,38.0,,1,200,https://pleiades.stoa.org/places/250091860,41.8953146648,12.4855481431,Mercati di Traiano,Roma,urban,,Baetican,Baetican,,unknown,
444,443,Mercati di Traiano,"Ceci M. 2006: ‘Un contesto medio imperiale dall’area dei Mercati di Traiano, in R. Meneghini, R. Santangeli Valenzani ed., Roma: Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 25-56.",EI,1,200,Lusitanian,Lusitania,16.0,,1,200,https://pleiades.stoa.org/places/250091860,41.8953146648,12.4855481431,Mercati di Traiano,Roma,urban,,Lusitanian,Lusitanian,,fish sauce,
445,444,Mercati di Traiano,"Ceci M. 2006: ‘Un contesto medio imperiale dall’area dei Mercati di Traiano, in R. Meneghini, R. Santangeli Valenzani ed., Roma: Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 25-56.",EI,1,200,Tarraconesian,Tarraconesis,13.0,,1,200,https://pleiades.stoa.org/places/250091860,41.8953146648,12.4855481431,Mercati di Traiano,Roma,urban,,Tarraconesian,Tarraconesian,,wine,most probable due to the scarcity of other-content amphoras produced in this region
446,445,Mercati di Traiano,"Ceci M. 2006: ‘Un contesto medio imperiale dall’area dei Mercati di Traiano, in R. Meneghini, R. Santangeli Valenzani ed., Roma: Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 25-56.",EI,1,200,Gauloise 4,Gaul,178.0,,50,300,https://pleiades.stoa.org/places/250091860,41.8953146648,12.4855481431,Mercati di Traiano,Roma,urban,,Gauloise 4,Gauloise 4,,wine,
447,446,Mercati di Traiano,"Ceci M. 2006: ‘Un contesto medio imperiale dall’area dei Mercati di Traiano, in R. Meneghini, R. Santangeli Valenzani ed., Roma: Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 25-56.",EI,1,200,Gauloise_2,Gaul,73.0,,1,200,https://pleiades.stoa.org/places/250091860,41.8953146648,12.4855481431,Mercati di Traiano,Roma,urban,,Gauloise,Gauloise,,wine,
448,447,Mercati di Traiano,"Ceci M. 2006: ‘Un contesto medio imperiale dall’area dei Mercati di Traiano, in R. Meneghini, R. Santangeli Valenzani ed., Roma: Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 25-56.",EI,1,200,Tripolitana ,Tripolitania,6.0,,1,440,https://pleiades.stoa.org/places/250091860,41.8953146648,12.4855481431,Mercati di Traiano,Roma,urban,,Tripolitana ,Tripolitana ,,unknown,
449,448,Mercati di Traiano,"Ceci M. 2006: ‘Un contesto medio imperiale dall’area dei Mercati di Traiano, in R. Meneghini, R. Santangeli Valenzani ed., Roma: Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 25-56.",EI,1,200,Schoene-Mau 35,Africa,13.0,,30,225,https://pleiades.stoa.org/places/250091860,41.8953146648,12.4855481431,Mercati di Traiano,Roma,urban,,Schoene-Mau 35,Schoene-Mau 35,,wine,
450,449,Milan,"Bruno 1991, Bruno B., Bocchio S., Anfore, in Caporusso, D. ed., 
Scavi MM3: : 3.1. Ricerche di archeologia urbana a Milano durante la costruzione della Linea 3 della Metropolitana, 1982-1990. 3, 1. I reperti. Testo., p. 259-298",EI,1,200,Dr 6A,Adriatic Italy,55.0,"MM3, I-II AD, ",-25,50,https://pleiades.stoa.org/places/383706,45.463746,9.18806,Milan,Milan,urban,,Dr 6A,Dr 6A,,wine,
451,450,Milan,"Bruno 1991, Bruno B., Bocchio S., Anfore, in Caporusso, D. ed., 
Scavi MM3: : 3.1. Ricerche di archeologia urbana a Milano durante la costruzione della Linea 3 della Metropolitana, 1982-1990. 3, 1. I reperti. Testo., p. 259-298",EI,1,200,Dr 6B,Adriatic Italy,148.0,"MM3, I-II AD, ",1,150,https://pleiades.stoa.org/places/383706,45.463746,9.18806,Milan,Milan,urban,,Dr 6B,Dr 6B,,olive oil,
452,451,Milan,"Bruno 1991, Bruno B., Bocchio S., Anfore, in Caporusso, D. ed., 
Scavi MM3: : 3.1. Ricerche di archeologia urbana a Milano durante la costruzione della Linea 3 della Metropolitana, 1982-1990. 3, 1. I reperti. Testo., p. 259-298",EI,1,200,Dr 6B/ovoid,Adriatic Italy,47.0,"MM3, I-II AD, ",1,150,https://pleiades.stoa.org/places/383706,45.463746,9.18806,Milan,Milan,urban,,Dr 6B/ovoid,Dr 6B/ovoid,,olive oil,
453,452,Milan,"Bruno 1991, Bruno B., Bocchio S., Anfore, in Caporusso, D. ed., 
Scavi MM3: : 3.1. Ricerche di archeologia urbana a Milano durante la costruzione della Linea 3 della Metropolitana, 1982-1990. 3, 1. I reperti. Testo., p. 259-298",EI,1,200,Dr 7-13_1,Baetica,27.0,"MM3, I-II AD, ",-30,96,https://pleiades.stoa.org/places/383706,45.463746,9.18806,Milan,Milan,urban,,Dr 7-13,Dr 7-13,"probably all these types should be merged, because they have the same content and provenance, but because they were separated in the publications I used (I have found no explanation why? different workshops?) I left them like this",fish sauce,
454,453,Milan,"Bruno 1991, Bruno B., Bocchio S., Anfore, in Caporusso, D. ed., 
Scavi MM3: : 3.1. Ricerche di archeologia urbana a Milano durante la costruzione della Linea 3 della Metropolitana, 1982-1990. 3, 1. I reperti. Testo., p. 259-298",EI,1,200,Dr 2-4_5,Tyrrhenian Italy,5.0,"MM3, I-II AD, ",-70,225,https://pleiades.stoa.org/places/383706,45.463746,9.18806,Milan,Milan,urban,,Dr 2-4,Dr 2-4,,wine,
455,454,Milan,"Bruno 1991, Bruno B., Bocchio S., Anfore, in Caporusso, D. ed., 
Scavi MM3: : 3.1. Ricerche di archeologia urbana a Milano durante la costruzione della Linea 3 della Metropolitana, 1982-1990. 3, 1. I reperti. Testo., p. 259-298",EI,1,200,Dr 2-4,Aegean,47.0,"MM3, I-II AD, ",-100,200,https://pleiades.stoa.org/places/383706,45.463746,9.18806,Milan,Milan,urban,,Dr 2-4,Dr 2-4,,wine,
456,455,Milan,"Bruno 1991, Bruno B., Bocchio S., Anfore, in Caporusso, D. ed., 
Scavi MM3: : 3.1. Ricerche di archeologia urbana a Milano durante la costruzione della Linea 3 della Metropolitana, 1982-1990. 3, 1. I reperti. Testo., p. 259-298",EI,1,200,Dr 2-4_2,Spain,8.0,"MM3, I-II AD, ",-25,200,https://pleiades.stoa.org/places/383706,45.463746,9.18806,Milan,Milan,urban,,Dr 2-4,Dr 2-4,,wine,
457,456,Milan,"Bruno 1991, Bruno B., Bocchio S., Anfore, in Caporusso, D. ed., 
Scavi MM3: : 3.1. Ricerche di archeologia urbana a Milano durante la costruzione della Linea 3 della Metropolitana, 1982-1990. 3, 1. I reperti. Testo., p. 259-298",EI,1,200,Dr 2-4_7,unknown,55.0,"MM3, I-II AD, ",1,200,https://pleiades.stoa.org/places/383706,45.463746,9.18806,Milan,Milan,urban,,Dr 2-4,Dr 2-4,,wine,
458,457,Milan,"Bruno 1991, Bruno B., Bocchio S., Anfore, in Caporusso, D. ed., 
Scavi MM3: : 3.1. Ricerche di archeologia urbana a Milano durante la costruzione della Linea 3 della Metropolitana, 1982-1990. 3, 1. I reperti. Testo., p. 259-298",EI,1,200,Camulodunum 184/Dr 43,Aegean,70.0,"MM3, I-II AD, ",-25,250,https://pleiades.stoa.org/places/383706,45.463746,9.18806,Milan,Milan,urban,,Camulodunum 184/Dr 43,Camulodunum 184/Dr 43,,wine,
459,458,Milan,"Bruno 1991, Bruno B., Bocchio S., Anfore, in Caporusso, D. ed., 
Scavi MM3: : 3.1. Ricerche di archeologia urbana a Milano durante la costruzione della Linea 3 della Metropolitana, 1982-1990. 3, 1. I reperti. Testo., p. 259-298",EI,1,200,Aegean/Oriental,Aegean/Oriental,57.0,"MM3, I-II AD, ",1,200,https://pleiades.stoa.org/places/383706,45.463746,9.18806,Milan,Milan,urban,,Aegean/Oriental,Aegean/Oriental,,unknown,
460,459,Milan,"Bruno 1991, Bruno B., Bocchio S., Anfore, in Caporusso, D. ed., 
Scavi MM3: : 3.1. Ricerche di archeologia urbana a Milano durante la costruzione della Linea 3 della Metropolitana, 1982-1990. 3, 1. I reperti. Testo., p. 259-298",EI,1,200,collo ad imbuto,Adriatic Italy,49.0,"MM3, I-II AD, ",1,250,https://pleiades.stoa.org/places/383706,45.463746,9.18806,Milan,Milan,urban,,collo ad imbuto,collo ad imbuto,,unknown,
461,460,Milan,"Bruno 1991, Bruno B., Bocchio S., Anfore, in Caporusso, D. ed., 
Scavi MM3: : 3.1. Ricerche di archeologia urbana a Milano durante la costruzione della Linea 3 della Metropolitana, 1982-1990. 3, 1. I reperti. Testo., p. 259-298",EI,1,200,Dr 20,Baetica,1.0,"MM3, I-II AD, ",1,300,https://pleiades.stoa.org/places/383706,45.463746,9.18806,Milan,Milan,urban,,Dr 20,Dr 20,,olive oil,
462,461,Milan,"Bruno 1991, Bruno B., Bocchio S., Anfore, in Caporusso, D. ed., 
Scavi MM3: : 3.1. Ricerche di archeologia urbana a Milano durante la costruzione della Linea 3 della Metropolitana, 1982-1990. 3, 1. I reperti. Testo., p. 259-298",EI,1,200,Forlimpopoli,Adriatic Italy,16.0,"MM3, I-II AD, ",-25,300,https://pleiades.stoa.org/places/383706,45.463746,9.18806,Milan,Milan,urban,,Forlimpopoli,Forlimpopoli,,wine,"garum suggested for the type A and D, but unconfirmed"
463,462,Milan,"Bruno 1991, Bruno B., Bocchio S., Anfore, in Caporusso, D. ed., 
Scavi MM3: : 3.1. Ricerche di archeologia urbana a Milano durante la costruzione della Linea 3 della Metropolitana, 1982-1990. 3, 1. I reperti. Testo., p. 259-298",EI,1,200,Schörgendorfer 558,N Adriatic Italy,6.0,"MM3, I-II AD, ",1,200,https://pleiades.stoa.org/places/383706,45.463746,9.18806,Milan,Milan,urban,,Schörgendorfer 558,Schörgendorfer 558,,olives,
464,463,"Ostia, Binario Morto","Olcese G., Cau Ontiveros M. Á., Fantuzzi L., Razza A., Surace D. M., Tsantini E. 2017: ‘Le anfore del contesto della ruota idraulica di Ostia Antica: archeologia e archeometria’, Archeologia Classica 68, p. 197-224.",EI,1,200,Dr 2-4_5,Tyrrhenian Italy,57.0,,-70,225,https://pleiades.stoa.org/places/422995,41.754855,12.287656,"Ostia, Binario Morto",Ostia,urban/harbour,drainage in Ostia Antica,Dr 2-4,Dr 2-4,,wine,
465,464,"Ostia, Binario Morto","Olcese G., Cau Ontiveros M. Á., Fantuzzi L., Razza A., Surace D. M., Tsantini E. 2017: ‘Le anfore del contesto della ruota idraulica di Ostia Antica: archeologia e archeometria’, Archeologia Classica 68, p. 197-224.",EI,1,200,Dr 2-4_2,Tarraconesis,61.0,,-25,200,https://pleiades.stoa.org/places/422995,41.754855,12.287656,"Ostia, Binario Morto",Ostia,urban/harbour,drainage in Ostia Antica,Dr 2-4,Dr 2-4,,wine,
466,465,"Ostia, Binario Morto","Olcese G., Cau Ontiveros M. Á., Fantuzzi L., Razza A., Surace D. M., Tsantini E. 2017: ‘Le anfore del contesto della ruota idraulica di Ostia Antica: archeologia e archeometria’, Archeologia Classica 68, p. 197-224.",EI,1,200,Dr 7-11,Baetica,43.0,,-30,96,https://pleiades.stoa.org/places/422995,41.754855,12.287656,"Ostia, Binario Morto",Ostia,urban/harbour,drainage in Ostia Antica,Dr 7-11,Dr 7-11,"probably all these types should be merged, because they have the same content and provenance, but because they were separated in the publications I used (I have found no explanation why? different workshops?) I left them like this",fish sauce,
467,466,"Ostia, Binario Morto","Olcese G., Cau Ontiveros M. Á., Fantuzzi L., Razza A., Surace D. M., Tsantini E. 2017: ‘Le anfore del contesto della ruota idraulica di Ostia Antica: archeologia e archeometria’, Archeologia Classica 68, p. 197-224.",EI,1,200,Haltern 70,Baetica,55.0,,-80,192,https://pleiades.stoa.org/places/422995,41.754855,12.287656,"Ostia, Binario Morto",Ostia,urban/harbour,drainage in Ostia Antica,Haltern 70,Haltern 70,,defrutum,
468,467,"Ostia, Binario Morto","Olcese G., Cau Ontiveros M. Á., Fantuzzi L., Razza A., Surace D. M., Tsantini E. 2017: ‘Le anfore del contesto della ruota idraulica di Ostia Antica: archeologia e archeometria’, Archeologia Classica 68, p. 197-224.",EI,1,200,Dr 20,Baetica,18.0,,1,300,https://pleiades.stoa.org/places/422995,41.754855,12.287656,"Ostia, Binario Morto",Ostia,urban/harbour,drainage in Ostia Antica,Dr 20,Dr 20,,olive oil,
469,468,"Ostia, Binario Morto","Olcese G., Cau Ontiveros M. Á., Fantuzzi L., Razza A., Surace D. M., Tsantini E. 2017: ‘Le anfore del contesto della ruota idraulica di Ostia Antica: archeologia e archeometria’, Archeologia Classica 68, p. 197-224.",EI,1,200,Tripolitana I,Tripolitania,11.0,,1,150,https://pleiades.stoa.org/places/422995,41.754855,12.287656,"Ostia, Binario Morto",Ostia,urban/harbour,drainage in Ostia Antica,Tripolitana I,Tripolitana I,,olive oil,
470,469,"Ostia, Binario Morto","Olcese G., Cau Ontiveros M. Á., Fantuzzi L., Razza A., Surace D. M., Tsantini E. 2017: ‘Le anfore del contesto della ruota idraulica di Ostia Antica: archeologia e archeometria’, Archeologia Classica 68, p. 197-224.",EI,1,200,Gauloise 1,Gaul,3.0,,1,300,https://pleiades.stoa.org/places/422995,41.754855,12.287656,"Ostia, Binario Morto",Ostia,urban/harbour,drainage in Ostia Antica,Gauloise 1,Gauloise 1,,wine,
471,470,"Ostia, Binario Morto","Olcese G., Cau Ontiveros M. Á., Fantuzzi L., Razza A., Surace D. M., Tsantini E. 2017: ‘Le anfore del contesto della ruota idraulica di Ostia Antica: archeologia e archeometria’, Archeologia Classica 68, p. 197-224.",EI,1,200,Gauloise 4,Gaul,7.0,,50,300,https://pleiades.stoa.org/places/422995,41.754855,12.287656,"Ostia, Binario Morto",Ostia,urban/harbour,drainage in Ostia Antica,Gauloise 4,Gauloise 4,,wine,
472,471,"Ostia, Binario Morto","Olcese G., Cau Ontiveros M. Á., Fantuzzi L., Razza A., Surace D. M., Tsantini E. 2017: ‘Le anfore del contesto della ruota idraulica di Ostia Antica: archeologia e archeometria’, Archeologia Classica 68, p. 197-224.",EI,1,200,Forlimpopoli,Adriatic Italy,1.0,,-25,300,https://pleiades.stoa.org/places/422995,41.754855,12.287656,"Ostia, Binario Morto",Ostia,urban/harbour,drainage in Ostia Antica,Forlimpopoli,Forlimpopoli,,wine,"garum suggested for the type A and D, but unconfirmed"
473,472,"Ostia, Binario Morto","Olcese G., Cau Ontiveros M. Á., Fantuzzi L., Razza A., Surace D. M., Tsantini E. 2017: ‘Le anfore del contesto della ruota idraulica di Ostia Antica: archeologia e archeometria’, Archeologia Classica 68, p. 197-224.",EI,1,200,AC2,Aegean,1.0,,1,225,https://pleiades.stoa.org/places/422995,41.754855,12.287656,"Ostia, Binario Morto",Ostia,urban/harbour,drainage in Ostia Antica,AC2,AC2,,wine,
474,473,"Ostia, Binario Morto","Olcese G., Cau Ontiveros M. Á., Fantuzzi L., Razza A., Surace D. M., Tsantini E. 2017: ‘Le anfore del contesto della ruota idraulica di Ostia Antica: archeologia e archeometria’, Archeologia Classica 68, p. 197-224.",EI,1,200,AC3,Aegean,1.0,,1,250,https://pleiades.stoa.org/places/422995,41.754855,12.287656,"Ostia, Binario Morto",Ostia,urban/harbour,drainage in Ostia Antica,AC3,AC3,,wine,
475,474,"Ostia, Binario Morto","Olcese G., Cau Ontiveros M. Á., Fantuzzi L., Razza A., Surace D. M., Tsantini E. 2017: ‘Le anfore del contesto della ruota idraulica di Ostia Antica: archeologia e archeometria’, Archeologia Classica 68, p. 197-224.",EI,1,200,Van der Werff,Spain/Africa,14.0,,-225,100,https://pleiades.stoa.org/places/422995,41.754855,12.287656,"Ostia, Binario Morto",Ostia,urban/harbour,drainage in Ostia Antica,Van der Werff,Van der Werff,,unknown,"wine and fish sauce suggested, https://halshs.archives-ouvertes.fr/halshs-03506183/document"
476,475,"Ostia, Binario Morto","Olcese G., Cau Ontiveros M. Á., Fantuzzi L., Razza A., Surace D. M., Tsantini E. 2017: ‘Le anfore del contesto della ruota idraulica di Ostia Antica: archeologia e archeometria’, Archeologia Classica 68, p. 197-224.",EI,1,200,Dr 21-22,S Italy/Eastern Mediterranean,4.0,,-25,100,https://pleiades.stoa.org/places/422995,41.754855,12.287656,"Ostia, Binario Morto",Ostia,urban/harbour,drainage in Ostia Antica,Dr 21-22,Dr 21-22,,fish sauce,https://books.google.pl/books?id=umxMEAAAQBAJ&pg=PA437&lpg=PA437&dq=amphora+dr+21-22+botte&source=bl&ots=Jfet_K3sEW&sig=ACfU3U2ekLoscRldMQybYP86_52HKyiX0A&hl=pl&sa=X&ved=2ahUKEwi3rvb-k-71AhWUy4sKHf1_CekQ6AF6BAgPEAM#v=onepage&q=amphora%20dr%2021-22%20botte&f=false
477,476,"Ostia, Binario Morto","Olcese G., Cau Ontiveros M. Á., Fantuzzi L., Razza A., Surace D. M., Tsantini E. 2017: ‘Le anfore del contesto della ruota idraulica di Ostia Antica: archeologia e archeometria’, Archeologia Classica 68, p. 197-224.",EI,1,200,Ostia II 522-523,Calabria/Sicilia,2.0,,50,200,https://pleiades.stoa.org/places/422995,41.754855,12.287656,"Ostia, Binario Morto",Ostia,urban/harbour,drainage in Ostia Antica,Ostia II 522-523,Ostia II 522-523,,wine,"Panell, Rizzo 2014, 414, tab 11"
478,477,"Ostia, Binario Morto","Olcese G., Cau Ontiveros M. Á., Fantuzzi L., Razza A., Surace D. M., Tsantini E. 2017: ‘Le anfore del contesto della ruota idraulica di Ostia Antica: archeologia e archeometria’, Archeologia Classica 68, p. 197-224.",EI,1,200,Dr 12,Baetica,5.0,,-50,175,https://pleiades.stoa.org/places/422995,41.754855,12.287656,"Ostia, Binario Morto",Ostia,urban/harbour,drainage in Ostia Antica,Dr 12,Dr 12,,fish sauce,
479,478,"Ostia, Binario Morto","Olcese G., Cau Ontiveros M. Á., Fantuzzi L., Razza A., Surace D. M., Tsantini E. 2017: ‘Le anfore del contesto della ruota idraulica di Ostia Antica: archeologia e archeometria’, Archeologia Classica 68, p. 197-224.",EI,1,200,Camulodunum 184,Aegean,3.0,,-25,150,https://pleiades.stoa.org/places/422995,41.754855,12.287656,"Ostia, Binario Morto",Ostia,urban/harbour,drainage in Ostia Antica,Camulodunum 184,Camulodunum 184,in a few cases the provenance of this amphora given in the sonata ABM spreadshit is Rhodes - it should always be Aegean for the consistency,wine,
